,name,rating,company_type,location,old,emp,reviews
1094,Chetu,3.5,Private,"Plantation,Florida + 3 more",22 years old,1k-5k employees (India),(336 Reviews)
1095,Rane Engine Valve,4.0,Public,"Chennai,Tamil Nadu + 11 more",63 years old,501-1k employees (India),(336 Reviews)
1096,Hitachi Payment Se...,3.9,Private,"Delhi/NCR,Delhi + 24 more",17 years old,1k-5k employees (India),(336 Reviews)
1097,NBTC GROUP,3.7,Private,Al Ahmadi + 19 more,45 years old,501-1k employees (India),(336 Reviews)
1098,Gayatri Projects,4.0,Public,"Hyderabad/Secunderabad,Telangana + 58 more",59 years old,1k-5k employees (India),(335 Reviews)
1099,Army Public School,4.1,Private,"Delhi/NCR,New Delhi + 66 more",48 years old,5k-10k employees (Global),(335 Reviews)
1100,Novotel Hotels,4.3,Private,Issy Les Moulineaux + 22 more,55 years old,1k-5k employees (India),(335 Reviews)
1101,House Of Anita Don...,4.4,"Navi Mumbai,Maharashtra + 35 more",24 years old,1k-5k employees (India),,(335 Reviews)
1102,Titan Eye Plus,4.4,Private,"Bangalore/Bengaluru,Karnataka + 74 more",15 years old,5k-10k employees (Global),(334 Reviews)
1103,Levi Strauss & Co.,4.4,Public,San Francisco + 59 more,28 years old,1k-5k employees (India),(334 Reviews)
1104,Visionet Systems,3.7,Private,"Cranbury,New Jersey + 6 more",27 years old,1k-5k employees (India),(334 Reviews)
1105,Encore Capital Gro...,4.2,Private,"San Diego,California + 2 more",69 years old,1k-5k employees (India),(334 Reviews)
1106,Sayaji Hotels,4.3,Public,"Indore,Madhya Pradesh + 19 more",35 years old,1k-5k employees (India),(334 Reviews)
1107,Renault,4.0,Private,Boulogne Billancourt Cedex,124 years old,10k-50k employees (India),(583 Reviews)
1108,Electrotherm,4.0,Public,"Ahmedabad,Gujarat + 18 more",39 years old,1k-5k employees (India),(333 Reviews)
1109,Timken,3.9,Public,"Bangalore/Bengaluru,Karnataka + 21 more",24 years old,501-1k employees (India),(333 Reviews)
1110,WorleyParsons,3.7,Private,"North Sydney,North Sydney + 21 more",51 years old,1k-5k employees (India),(333 Reviews)
1111,Al Turki Enterpris...,3.5,Private,Muscat + 6 more,17 years old,201-500 employees (India),(333 Reviews)
1112,Hilton,4.2,Private,"Mclean,Virginia",103 years old,1k-5k employees (India),(419 Reviews)
1113,Aparajitha Corpora...,3.9,Private,"Madurai,Tamil Nadu + 42 more",22 years old,1k-5k employees (India),(332 Reviews)
1114,Arohan Financial S...,4.0,Private,"Kolkata,West Bengal + 80 more",16 years old,1k-5k employees (India),(332 Reviews)
1115,Pernod Ricard,4.1,Private,Paris,47 years old,501-1k employees (India),(337 Reviews)
1116,Avalon Technologie...,3.8,Private,"Chennai,Tamil Nadu + 6 more",20 years old,501-1k employees (India),(331 Reviews)
1117,Morgan Stanley,3.9,Private,"New York,New York + 8 more",91 years old,5k-10k employees (India),(331 Reviews)
1118,Akal Information S...,4.4,Private,"Delhi/NCR,New Delhi + 16 more",23 years old,1k-5k employees (India),(330 Reviews)
1119,Progressive Infote...,3.7,Private,"Noida,Uttar Pradesh + 33 more",24 years old,1k-5k employees (India),(330 Reviews)
1120,Willis Towers Wats...,4.0,Private,London,6 years old,1k-5k employees (India),(396 Reviews)
1121,Lea Associates Sou...,4.2,Private,"Delhi/NCR,Delhi + 66 more",29 years old,51-200 employees (India),(329 Reviews)
1122,Bharti AXA General...,4.1,Mumbai + 69 more,14 years old,1k-5k employees (India),,(329 Reviews)
1123,Eris Lifesciences,4.0,Public,"Ahmedabad,Gujarat + 52 more",15 years old,1k-5k employees (India),(329 Reviews)
1124,Essel Propack,4.1,Public,"Mumbai,Maharashtra + 19 more",38 years old,1k-5k employees (India),(328 Reviews)
1125,Mount Litera Zee S...,3.9,Private,Mumbai + 82 more,28 years old,501-1k employees (Global),(328 Reviews)
1126,Ministry of Defenc...,4.5,Private,"Delhi/NCR,Delhi + 51 more",75 years old,10k-50k employees (India),(327 Reviews)
1127,TEKsystems,3.6,Private,"Hanover,Maryland + 7 more",39 years old,1k-5k employees (India),(327 Reviews)
1128,Bikanervala,3.9,Private,"Delhi/NCR,New Delhi + 30 more",72 years old,501-1k employees (India),(327 Reviews)
1129,OLX,4.2,Private,"Amsterdam,North Holland + 39 more",16 years old,501-1k employees (India),(327 Reviews)
1130,First Advantage,3.7,Private,"Atlanta,Georgia + 7 more",19 years old,1k-5k employees (India),(326 Reviews)
1131,RAMTeCH Software S...,3.8,Private,"Noida,Uttar Pradesh + 20 more",30 years old,1k-5k employees (India),(326 Reviews)
1132,Paras Hospital,4.0,Private,"Gurgaon/Gurugram,Haryana + 17 more",16 years old,1k-5k employees (India),(326 Reviews)
1133,Lanco Infratech,4.4,Public,"Gurgaon/Gurugram,Haryana",36 years old,1k-5k employees (India),(576 Reviews)
1134,Baxter Internation...,4.0,Private,"Deerfield,Illinois",26 years old,1k-5k employees (India),(456 Reviews)
1135,Keihin Fie,4.3,Private,"Pune,Maharashtra + 13 more",66 years old,1k-5k employees (India),(325 Reviews)
1136,Mu Sigma,3.3,Private,"Northbrook,Illinois + 2 more",18 years old,1k-5k employees (India),(325 Reviews)
1137,Yatra,3.8,Private,"Gurgaon/Gurugram,Haryana + 18 more",16 years old,1k-5k employees (Global),(325 Reviews)
1138,FirstCry,3.9,Private,Pune + 41 more,12 years old,1k-5k employees (India),(325 Reviews)
1139,Michelin,3.6,Private,Clermont-Ferrand + 33 more,13 years old,5k-10k employees (India),(325 Reviews)
1140,Aparna Constructio...,4.2,Private,"Hyderabad/Secunderabad,Telangana + 19 more",26 years old,501-1k employees (India),(325 Reviews)
1141,General Mills,4.3,Private,"Minneapolis,Minnesota",26 years old,1k-5k employees (India),(337 Reviews)
1142,Amphenol Interconn...,4.2,"Pune,Maharashtra + 5 more",50 years old,51-200 employees (India),,(324 Reviews)
1143,Integreon,3.7,Private,"Fargo,North Dakota + 6 more",22 years old,1k-5k employees (India),(324 Reviews)
1144,Vijai Electricals,3.8,Private,"Hyderabad/Secunderabad,Telangana + 33 more",49 years old,501-1k employees (India),(324 Reviews)
1145,Amul,4.2,Private,"Anand,Gujrat + 85 more",76 years old,501-1k employees (India),(324 Reviews)
1146,Xoriant,4.1,Private,"Sunnyvale,California + 8 more",32 years old,1k-5k employees (India),(324 Reviews)
1147,Knorr-Bremse,4.1,Private,Munich + 15 more,9 years old,501-1k employees (India),(323 Reviews)
1148,Deepak Nitrite,4.1,Public,"Vadodara/Baroda,Gujarat + 8 more",52 years old,1k-5k employees (India),(323 Reviews)
1149,Artech Infosystems,3.5,Private,"Morristown,New Jersey + 12 more",30 years old,5k-10k employees (Global),(323 Reviews)
1150,Westside,4.3,Private,Mumbai + 62 more,24 years old,5k-10k employees (India),(323 Reviews)
1151,Nagarjuna Fertiliz...,4.3,Private,"Hyderabad/Secunderabad,Telangana + 57 more",37 years old,1k-5k employees (Global),(322 Reviews)
1152,First Flight Couri...,4.0,Private,"Mumbai,Maharashtra + 70 more",34 years old,5k-10k employees (Global),(322 Reviews)
1153,Lovely Professiona...,3.7,Private,"Phagwara,Punjab + 15 more",17 years old,1k-5k employees (Global),(322 Reviews)
1154,Parag Milk Foods,3.7,Public,"Mumbai,Maharashtra + 47 more",30 years old,1k-5k employees (Global),(322 Reviews)
1155,Creambell,3.9,Private,"Baddi,Himachal Pradesh + 56 more",31 years old,51-200 employees (India),(322 Reviews)
1156,Samasta Microfinan...,4.1,Public,"Bangalore/Bengaluru,Karnataka + 104 more",14 years old,1k-5k employees (India),(321 Reviews)
1157,Genesys Internatio...,3.7,Public,"Mumbai,Maharashtra + 9 more",27 years old,1k-5k employees (India),(321 Reviews)
1158,Vijaya Diagnostic ...,4.3,Private,"Hyderabad/Secunderabad,Telangana + 18 more",41 years old,201-500 employees (India),(320 Reviews)
1159,ICCS,3.2,Private,"Delhi/NCR,Delhi + 13 more",17 years old,1k-5k employees (Global),(320 Reviews)
1160,Volvo,4.1,Private,"Gothenburg,Gothenburg",24 years old,1k-5k employees (India),(2.7k Reviews)
1161,Transport Corporat...,4.0,Public,Gurgaon + 58 more,64 years old,5k-10k employees (India),(319 Reviews)
1162,BSCPL Infrastructu...,4.1,Private,"Hyderabad/Secunderabad,Telangana + 27 more",50 years old,51-200 employees (India),(319 Reviews)
1163,CMS Computers Limi...,3.7,Private,"Mumbai,Maharashtra + 43 more",46 years old,1k-5k employees (Global),(319 Reviews)
1164,Carborundum Univer...,4.2,Public,"Chennai,Tamil Nadu + 25 more",68 years old,1k-5k employees (India),(318 Reviews)
1165,MAHLE Behr India,4.3,JV,Pune + 7 more,25 years old,1k-5k employees (India),(318 Reviews)
1166,FIITJEE,3.5,Private,Delhi + 41 more,30 years old,1k-5k employees (India),(318 Reviews)
1167,Hi Tech Gears,3.8,Public,"Gurgaon/Gurugram,Haryana + 27 more",36 years old,201-500 employees (India),(318 Reviews)
1168,MAHLE Behr India,4.3,JV,Pune + 7 more,25 years old,1k-5k employees (India),(318 Reviews)
1169,Hi Tech Gears,3.8,Public,"Gurgaon/Gurugram,Haryana + 27 more",36 years old,201-500 employees (India),(318 Reviews)
1170,KMV Projects,4.0,Private,"Hyderabad/Secunderabad,Telangana + 33 more",15 years old,1k-5k employees (India),(317 Reviews)
1171,Wockhardt Hospital,4.2,Private,"Mumbai,Maharashtra + 14 more",49 years old,1k-5k employees (India),(317 Reviews)
1172,Tata Advanced Syst...,4.0,Private,"Hyderabad/Secunderabad,Telangana + 12 more",15 years old,1k-5k employees (India),(317 Reviews)
1173,Somany Ceramics,4.3,Public,"Noida,Uttar Pradesh + 43 more",54 years old,1k-5k employees (India),(317 Reviews)
1174,Godrej Properties,4.0,Public,"Mumbai,Maharashtra + 20 more",32 years old,1k-5k employees (India),(317 Reviews)
1175,Westin,4.2,Private,"Kolkata,West Bengal + 24 more",92 years old,5k-10k employees (India),(317 Reviews)
1176,The Times of India,3.7,Private,New Delhi + 46 more,184 years old,10k-50k employees (Global),(317 Reviews)
1177,Jaro Education,3.3,Private,"Mumbai,Maharashtra + 13 more",13 years old,501-1k employees (India),(317 Reviews)
1178,Mynd Solutions Pri...,3.8,Private,"Delhi/NCR,Delhi + 22 more",20 years old,1k-5k employees (India),(317 Reviews)
1179,Allscripts,4.3,Private,"Chicago,Illinois",36 years old,1k-5k employees (India),(318 Reviews)
1180,Indo Autotech,4.2,Private,"Faridabad,Haryana + 15 more",48 years old,1k-5k employees (India),(316 Reviews)
1181,ZUVENTUS HEALTHCAR...,4.1,Private,"Mumbai,Maharashtra + 50 more",20 years old,1k-5k employees (India),(316 Reviews)
1182,Aisin Automotive H...,4.0,"Gurgaon/Gurugram,Haryana + 14 more",11 years old,201-500 employees (India),,(316 Reviews)
1183,EMERSON PROCESS MA...,4.0,Public,"St. Louis,Missouri",132 years old,5k-10k employees (India),(548 Reviews)
1184,Optum Global Solut...,4.1,Hyderabad/Secunderabad + 6 more,,,,(315 Reviews)
1185,ATS Infrastructure,4.2,Private,"Noida,Uttar Pradesh + 10 more",24 years old,501-1k employees (India),(315 Reviews)
1186,Greenply,4.1,Public,"Gurgaon/Gurugram,Haryana + 52 more",38 years old,1k-5k employees (India),(315 Reviews)
1187,Nissin Brake,3.9,Private,Nagano + 11 more,15 years old,201-500 employees (India),(315 Reviews)
1188,Indira IVF Hospita...,4.1,Private,"Udaipur,Rajasthan + 54 more",7 years old,1k-5k employees (Global),(315 Reviews)
1189,Steel Authority Of...,3.9,Public,"Delhi/NCR,Delhi + 24 more",68 years old,50k-1 Lakh employees (Global),(315 Reviews)
1190,ChannelPlay,4.0,Private,"Gurgaon/Gurugram,Haryana + 41 more",16 years old,1k-5k employees (India),(315 Reviews)
1191,Federal Bank,4.2,Public,"Aluva,Kerala",91 years old,10k-50k employees (India),(496 Reviews)
1192,MALABAR GOLD AND D...,4.0,Private,Kozhikode,29 years old,10k-50k employees (Global),(337 Reviews)
1193,India Cements,4.0,Public,"Chennai,Tamil Nadu + 49 more",76 years old,1k-5k employees (India),(314 Reviews)
1194,ERA Group,3.5,Public,"Noida,Uttar Pradesh + 34 more",32 years old,1k-5k employees (Global),(314 Reviews)
1195,Renovision Automat...,3.7,Private,New Delhi + 43 more,16 years old,1k-5k employees (India),(314 Reviews)
1196,NoBrokerHOOD,4.4,Pune + 16 more,501-1k employees (India),,,(314 Reviews)
1197,Diebold Nixdorf,4.0,Private,"North Canton,Ohio + 32 more",30 years old,1k-5k employees (India),(314 Reviews)
1198,Isuzu Motors,3.7,Private,Tokyo,10 years old,501-1k employees (India),(313 Reviews)
1199,Page Industries,4.4,Public,"Bangalore/Bengaluru,Karnataka + 42 more",28 years old,1k-5k employees (India),(313 Reviews)
1200,Cairn Energy,4.1,Private,"Edinburgh,Edinburgh + 17 more",41 years old,1k-5k employees (India),(313 Reviews)
1201,Kidzee,4.3,Private,"Ernakulam,Kerala + 86 more",19 years old,1k-5k employees (India),(313 Reviews)
1202,Kantar,3.5,Private,"London,London",14 years old,1k-5k employees (India),(760 Reviews)
1203,Diageo,4.1,Public,London,25 years old,1k-5k employees (India),(756 Reviews)
1204,Bahwan Engineering...,4.0,Private,Ruwi + 18 more,45 years old,201-500 employees (India),(312 Reviews)
1205,Epicenter Technolo...,3.6,Private,"Mumbai,Maharashtra + 4 more",21 years old,1k-5k employees (India),(312 Reviews)
1206,Sulekha.com,3.8,Private,Chennai + 18 more,15 years old,501-1k employees (India),(312 Reviews)
1207,Deepak Fertilisers...,3.9,Public,"Pune,Maharashtra + 32 more",43 years old,501-1k employees (India),(312 Reviews)
1208,Kohler,3.9,Private,"Kohler,Wisconsin",149 years old,1k-5k employees (India),(344 Reviews)
1209,EaseMyTrip.com,4.6,Public,New Delhi + 6 more,14 years old,201-500 employees (India),(310 Reviews)
1210,Grant Thornton,3.8,Private,"Chicago,Illinois + 26 more",98 years old,1k-5k employees (India),(310 Reviews)
1211,ICICI Prudential M...,4.0,New Delhi + 88 more,29 years old,1k-5k employees (India),,(310 Reviews)
1212,Reliance Infrastru...,3.8,Public,"Mumbai,Maharashtra + 40 more",93 years old,5k-10k employees (Global),(310 Reviews)
1213,Lakshmi Machine Wo...,4.0,Public,"Coimbatore,Tamil Nadu + 13 more",60 years old,1k-5k employees (India),(310 Reviews)
1214,Franklin Templeton...,4.3,Private,San Mateo,75 years old,1k-5k employees (India),(418 Reviews)
1215,Rico Auto Industri...,3.8,Public,"Gurgaon/Gurugram,Haryana + 17 more",39 years old,501-1k employees (India),(309 Reviews)
1216,Rashmi Metaliks,3.4,Private,"Kolkata,West Bengal + 13 more",18 years old,10k-50k employees (India),(309 Reviews)
1217,Cult.fit,4.0,Private,Bangalore + 18 more,6 years old,1k-5k employees (India),(308 Reviews)
1218,Mahendra’s Institu...,3.4,Private,"Lucknow,Uttar Pradesh + 77 more",14 years old,201-500 employees (India),(308 Reviews)
1219,Google,4.4,Private,"Mountain View,California",24 years old,10k-50k employees (India),(347 Reviews)
1220,Blackberrys,3.8,Private,"Gurgaon/Gurugram,Haryana",31 years old,501-1k employees (India),(328 Reviews)
1221,NRB Bearings,4.2,Public,"Mumbai,Maharashtra + 17 more",57 years old,1k-5k employees (Global),(307 Reviews)
1222,Orient Technologie...,3.4,Private,"Mumbai,Maharashtra + 24 more",30 years old,1k-5k employees (India),(307 Reviews)
1223,Knight Frank,4.2,Private,London + 27 more,126 years old,501-1k employees (India),(306 Reviews)
1224,Sona Koyo Steering...,4.2,Private,"Gurgaon/Gurugram,Haryana + 14 more",38 years old,1k-5k employees (India),(306 Reviews)
1225,Kunal Structure,3.8,Private,"Ahmedabad,Gujarat + 23 more",16 years old,201-500 employees (India),(306 Reviews)
1226,Gestamp,3.9,Private,"Madrid,Community Of Madrid + 5 more",25 years old,501-1k employees (India),(306 Reviews)
1227,PUMA,4.5,Private,"Herzogenaurach,Herzogenaurach + 52 more",74 years old,1k-5k employees (India),(306 Reviews)
1228,LifeCell Internati...,3.7,Private,Chennai + 54 more,18 years old,1k-5k employees (India),(306 Reviews)
1229,Competent Software,3.8,Private,"Delhi/NCR,New Delhi + 6 more",30 years old,1k-5k employees (Global),(306 Reviews)
1230,Bajaj Housing Fina...,3.8,Private,"Pune,Maharashtra + 76 more",14 years old,1k-5k employees (India),(306 Reviews)
1231,3M,4.2,Public,"Saint Paul,Minnesota + 35 more",35 years old,1k-5k employees (India),(305 Reviews)
1232,Hema Engineering I...,3.6,Private,"Gurgaon/Gurugram,Haryana + 21 more",38 years old,501-1k employees (Global),(305 Reviews)
1233,Centre for Develop...,3.8,Private,"Pune,Maharashtra + 19 more",34 years old,1k-5k employees (India),(304 Reviews)
1234,Happiest Minds Tec...,4.0,Public,"Bangalore/Bengaluru,Karnataka + 9 more",11 years old,1k-5k employees (India),(304 Reviews)
1235,Shivam Autotech,3.8,Public,"Gurgaon/Gurugram,Haryana + 15 more",24 years old,501-1k employees (India),(304 Reviews)
1236,Evolve Technologie...,4.0,Private,"Pune,Maharashtra + 42 more",31 years old,201-500 employees (India),(304 Reviews)
1237,H&M,4.2,Private,"Stockholm,Stockholm + 27 more",75 years old,1k-5k employees (India),(304 Reviews)
1238,My Home Industries,4.2,Private,Hyderabad + 31 more,25 years old,1k-5k employees (Global),(303 Reviews)
1239,Scientific Publish...,3.8,Private,Chennai + 2 more,27 years old,1k-5k employees (India),(303 Reviews)
1240,Top Office Pros Bu...,4.9,Pune + 5 more,11-50 employees (India),,,(303 Reviews)
1241,Coal India,4.2,Public,"Kolkata,West Bengal",47 years old,1 Lakh+ employees (India),(709 Reviews)
1242,Qatar Airways,4.3,Private,Doha + 13 more,29 years old,1k-5k employees (India),(302 Reviews)
1243,Ag Industries,4.1,Private,"Delhi/NCR,New Delhi + 12 more",31 years old,1k-5k employees (Global),(302 Reviews)
1244,Sharda Motor Indus...,3.6,Public,"Delhi/NCR,Delhi + 22 more",36 years old,1k-5k employees (India),(302 Reviews)
1245,TCNS Clothing Comp...,4.3,Public,"Delhi/NCR,Delhi",21 years old,501-1k employees (India),(335 Reviews)
1246,Riya Travel,3.6,Private,"Mumbai,Maharashtra + 31 more",42 years old,1k-5k employees (Global),(301 Reviews)
1247,Paras Dairy,3.5,"Delhi/NCR,Delhi + 35 more",35 years old,501-1k employees (Global),,(301 Reviews)
1248,Wheelseye Technolo...,4.0,Private,"Gurgaon/Gurugram,Haryana + 81 more",5 years old,11-50 employees (Global),(301 Reviews)
1249,Rane (Madras),4.1,Public,"Vallancherry,Tamil Nadu + 16 more",25 years old,1k-5k employees (India),(301 Reviews)
1250,Rentokil Pest Cont...,4.0,Private,"Mumbai,Maharashtra + 68 more",68 years old,501-1k employees (India),(301 Reviews)
1251,Usha Martin,4.1,Public,"Kolkata,West Bengal + 21 more",61 years old,501-1k employees (India),(300 Reviews)
1252,Pamac Finserve,3.6,Private,"Mumbai,Maharashtra + 42 more",27 years old,501-1k employees (India),(300 Reviews)
1253,Lumina Datamatics,3.4,Private,"Chennai,Tamil Nadu + 7 more",47 years old,1k-5k employees (Global),(299 Reviews)
1254,Merino Industries,3.8,"Delhi/NCR,Delhi",54 years old,1k-5k employees (Global),,(441 Reviews)
1255,AuthBridge Researc...,3.3,Private,Gurgaon + 12 more,17 years old,501-1k employees (India),(298 Reviews)
1256,Amar Ujala,3.9,Public,"Noida,Uttar Pradesh + 37 more",74 years old,1k-5k employees (Global),(298 Reviews)
1257,CreditAccess Grame...,4.3,Public,"Bangalore/Bengaluru,Karnataka + 83 more",23 years old,10k-50k employees (India),(298 Reviews)
1258,CreditAccess Grame...,4.3,Public,"Bangalore/Bengaluru,Karnataka + 83 more",23 years old,10k-50k employees (India),(298 Reviews)
1259,Ess Kay Fincorp,4.2,Public,Jaipur + 86 more,28 years old,5k-10k employees (India),(298 Reviews)
1260,Omax Autos,3.6,Public,"Gurgaon/Gurugram,Haryana + 13 more",39 years old,1k-5k employees (India),(297 Reviews)
1261,Ugam Solution,3.7,Private,"Mumbai,Maharashtra + 9 more",22 years old,1k-5k employees (India),(297 Reviews)
1262,Jyothy Laboratorie...,4.3,Private,"Mumbai,Maharashtra + 70 more",39 years old,501-1k employees (India),(297 Reviews)
1263,Glaze Trading Indi...,4.0,Private,"Delhi/NCR,Delhi + 69 more",19 years old,1k-5k employees (India),(296 Reviews)
1264,NecLife,3.7,Public,"Chandigarh,Chandigarh + 10 more",27 years old,1k-5k employees (Global),(296 Reviews)
1265,BharatMatrimony.co...,3.4,Private,"Chennai,Tamil Nadu + 26 more",25 years old,1k-5k employees (Global),(296 Reviews)
1266,Adani Solar,4.0,Public,Ahmedabad + 21 more,7 years old,1k-5k employees (India),(296 Reviews)
1267,MMC,3.9,Private,New York + 15 more,151 years old,501-1k employees (India),(296 Reviews)
1268,Lionbridge Technol...,3.9,Private,"Waltham,Massachusetts + 9 more",26 years old,1k-5k employees (India),(296 Reviews)
1269,Almarai,4.5,Private,"Riyadh,Central Province + 24 more",45 years old,501-1k employees (India),(296 Reviews)
1270,Linde India,4.0,Public,Pullach,143 years old,501-1k employees (India),(296 Reviews)
1271,Times Group,3.7,Private,"Mumbai,Maharashtra",184 years old,5k-10k employees (India),(1k Reviews)
1272,Cloudnine Hospital,4.0,"Bangalore/Bengaluru,Karnataka + 11 more",15 years old,1k-5k employees (India),,(295 Reviews)
1273,ICFAI University,3.9,Private,"Dehradun,Uttarakhand + 57 more",19 years old,501-1k employees (India),(295 Reviews)
1274,K Raheja Corp,4.1,Private,Mumbai + 15 more,15 years old,201-500 employees (India),(295 Reviews)
1275,Quality Austria Ce...,3.5,Private,"Delhi/NCR,Delhi + 27 more",12 years old,201-500 employees (Global),(294 Reviews)
1276,Macawber Beekay,4.0,Private,"Noida,Uttar Pradesh + 21 more",36 years old,1k-5k employees (Global),(294 Reviews)
1277,McDermott Internat...,4.3,"Houston,Texas + 18 more",99 years old,1k-5k employees (India),,(294 Reviews)
1278,GTL Infrastructure,4.4,Public,"Mumbai,Maharashtra + 40 more",18 years old,1k-5k employees (India),(294 Reviews)
1279,VMware Software,4.2,Private,"Palo Alto,California",24 years old,5k-10k employees (India),(296 Reviews)
1280,Innodata Isogen,3.9,Private,"New Jersey,New Jersey + 4 more",25 years old,1k-5k employees (India),(293 Reviews)
1281,GVPR Engineers,3.8,Public,"Hyderabad/Secunderabad,Telangana + 24 more",25 years old,501-1k employees (Global),(293 Reviews)
1282,Nityo Infotech,3.3,Private,Plainsboro New Jersey + 21 more,16 years old,501-1k employees (India),(293 Reviews)
1283,IRB Infrastructure,4.2,Public,"Mumbai,Maharashtra + 34 more",24 years old,1k-5k employees (India),(293 Reviews)
1284,Trident Hotels,4.3,Private,New Delhi + 19 more,88 years old,1k-5k employees (India),(292 Reviews)
1285,Mindarika,3.7,JV,"Gurgaon/Gurugram,Haryana + 12 more",30 years old,501-1k employees (India),(292 Reviews)
1286,GEP Worldwide,3.8,Private,"Clark,New Jersey + 3 more",23 years old,1k-5k employees (India),(292 Reviews)
1287,Shriram Value Serv...,4.0,Private,"Chennai,Tamil Nadu",16 years old,1k-5k employees (India),(414 Reviews)
1288,Brainvire,4.9,Private,"Plano,Texas + 5 more",22 years old,201-500 employees (India),(290 Reviews)
1289,Bombardier Transpo...,4.1,Private,"Montreal,Berlin + 12 more",27 years old,201-500 employees (India),(290 Reviews)
1290,Pearson Education ...,4.0,Private,"Noida,Uttar Pradesh + 54 more",22 years old,1k-5k employees (India),(290 Reviews)
1291,Goodyear,3.9,Public,"Akron,Ohio",124 years old,50k-1 Lakh employees (Global),(292 Reviews)
1292,Airtel Payments Ba...,4.3,Public,"Delhi/NCR,New Delhi + 96 more",5 years old,501-1k employees (Global),(289 Reviews)
1293,V5 Global Services,3.7,Private,"Delhi/NCR,Delhi + 59 more",17 years old,501-1k employees (Global),(289 Reviews)
1294,Ind-Swift Laborato...,3.8,Public,"Chandigarh,Chandigarh + 20 more",27 years old,1k-5k employees (India),(289 Reviews)
1295,Jtekt Sona Automot...,4.1,Public,"Gurgaon/Gurugram,Haryana + 13 more",15 years old,1k-5k employees (Global),(289 Reviews)
1296,Altimetrik,3.9,Private,"Southfield,Michigan + 6 more",10 years old,1k-5k employees (India),(289 Reviews)
1297,Surya Roshni,4.1,Public,"Delhi/NCR,Delhi + 44 more",49 years old,51-200 employees (India),(288 Reviews)
1298,Soma Enterprises,4.1,Private,"Hyderabad/Secunderabad,Telangana + 40 more",25 years old,1k-5k employees (India),(288 Reviews)
1299,Tata Hitachi Const...,4.2,Private,"Bangalore/Bengaluru,Karnataka + 45 more",23 years old,1k-5k employees (India),(288 Reviews)
1300,Fiat India Automob...,4.3,Private,"Mumbai,Maharashtra + 14 more",25 years old,1k-5k employees (India),(288 Reviews)
1301,Jabil Circuit Indi...,4.2,"St Petersburg,Florida + 10 more",56 years old,1k-5k employees (India),,(288 Reviews)
1302,TVS Supply Chain S...,4.0,"Chennai,Tamil Nadu",126 years old,1k-5k employees (India),,(1.2k Reviews)
1303,HLL Lifecare,3.8,Private,"Trivandrum/Thiruvananthapuram,Kerala",56 years old,501-1k employees (Global),(434 Reviews)
1304,Maharashtra State ...,4.3,Private,"Mumbai,Maharashtra + 57 more",17 years old,50k-1 Lakh employees (India),(287 Reviews)
1305,Genus Power Infras...,3.9,Public,"Jaipur,Rajasthan + 28 more",30 years old,1k-5k employees (India),(287 Reviews)
1306,India Shelter Fina...,4.1,Private,Gurgaon + 74 more,12 years old,501-1k employees (India),(287 Reviews)
1307,Precision Infomati...,3.9,Private,"Chennai,Tamil Nadu + 40 more",26 years old,1k-5k employees (India),(287 Reviews)
1308,MCM Telecom Equipm...,3.6,Private,"Noida,Uttar Pradesh + 3 more",7 years old,5k-10k employees (Global),(287 Reviews)
1309,Offshore Infrastru...,4.0,Private,"Mumbai,Maharashtra + 24 more",27 years old,501-1k employees (India),(286 Reviews)
1310,IBS Software Servi...,3.8,Private,Thiruvananthapuram + 8 more,25 years old,1k-5k employees (India),(286 Reviews)
1311,Patel Infrastructu...,4.2,Private,"Vadodara/Baroda,Gujarat + 32 more",50 years old,201-500 employees (India),(286 Reviews)
1312,Agility Logistics,4.1,Private,Sulaibiya + 31 more,43 years old,1k-5k employees (India),(285 Reviews)
1313,CMC,4.2,Public,"Bhopal,Madhya Pradesh + 44 more",54 years old,10k-50k employees (India),(285 Reviews)
1314,Kinara Capital,4.4,Bangalore + 65 more,11 years old,1k-5k employees (India),,(285 Reviews)
1315,Vijay Nirman Compa...,4.0,Private,"Visakhapatnam/Vizag,Andhra Pradesh + 26 more",40 years old,5k-10k employees (India),(284 Reviews)
1316,JK Paper,4.1,Public,"Delhi/NCR,Delhi + 16 more",60 years old,1k-5k employees (India),(284 Reviews)
1317,Sutherland Healthc...,3.8,Private,"Clifton,New Jersey + 5 more",20 years old,1k-5k employees (India),(284 Reviews)
1318,Sterling Holiday R...,3.9,Public,"Chennai,Tamil Nadu + 40 more",36 years old,1k-5k employees (India),(284 Reviews)
1319,MPS,3.3,Public,"Noida,Uttar Pradesh + 14 more",52 years old,1k-5k employees (Global),(284 Reviews)
1320,MINI MUTHOOTTU NID...,3.6,"Kochi/Cochin,Kerala + 57 more",101 years old,1k-5k employees (Global),,(284 Reviews)
1321,Agilent Technologi...,4.2,Private,"Santa Clara,California",23 years old,5k-10k employees (India),(284 Reviews)
1322,Medreich,3.8,Private,"Bangalore/Bengaluru,Karnataka + 9 more",49 years old,1k-5k employees (India),(284 Reviews)
1323,H.G. Infra Enginee...,4.3,Public,"Jaipur,Rajasthan + 32 more",19 years old,501-1k employees (India),(283 Reviews)
1324,Kalyan Jewellers,4.1,Private,Thrissur + 64 more,29 years old,1k-5k employees (India),(283 Reviews)
1325,Signify,4.0,Amsterdam + 45 more,92 years old,501-1k employees (India),,(283 Reviews)
